<<<<<<< HEAD
GEO.id,GEO.id2,GEO.display-label,YEAR.id,SCHEXPCS_PP,SCHEXPCSFSW_PP,SCHEXPCSFEB_PP,SCHEXPCSIT_PP,SCHEXPCSISW_PP,SCHEXPCSIEB_PP,SCHEXPCSST_PP,SCHEXPCSSPS_PP,SCHEXPCSSIS_PP,SCHEXPCSSGA_PP,SCHEXPCSSSA_PP
Geographic identifier code,Id2,Geographic area name,Year,Current Spending - Total per pupil ($) [1],Current Spending - Salaries and wages per pupil ($),Current Spending - Employee benefits per pupil ($),Current Spending - Instruction - Total per pupil ($) [1],Current Spending - Instruction - Salaries and wages per pupil ($),Current Spending - Instruction - Employee benefits per pupil ($),Current Spending - Support Services - Total per pupil ($) [1],Current Spending - Support Services - Pupil Support per pupil ($),Current Spending - Support Services - Instructional staff support per pupil ($),Current Spending - Support Services - General administration per pupil ($) ,Current Spending - Support Services - School administration per pupil ($)
0100000US,,United States,2014,11003,6482,2524,6654,4378,1691,3880,619,509,210,602
0400000US01,1,Alabama,2014,9028,5130,1983,5164,3359,1234,3230,526,387,235,560
0400000US02,2,Alaska,2014,18416,8193,6335,10315,5260,4127,7529,1488,1259,256,1158
0400000US04,4,Arizona,2014,7528,4575,1471,4091,2855,889,3028,578,433,101,348
0400000US05,5,Arkansas,2014,9616,5667,1658,5430,3631,1058,3655,500,806,223,497
0400000US06,6,California,2014,9595,5791,2108,5709,3779,1288,3469,511,541,95,627
0400000US08,8,Colorado,2014,8985,5667,1546,5159,3620,983,3471,435,524,139,629
0400000US09,9,Connecticut,2014,17745,9915,4883,11031,6997,3409,6121,1149,530,389,1057
0400000US10,10,Delaware,2014,13938,7566,3791,8633,5374,2734,4829,651,263,183,881
0400000US11,11,District of Columbia,2014,18485,12969,2255,9477,8704,1452,8366,970,1098,1767,1636
0400000US12,12,Florida,2014,8755,5024,1552,5370,3214,954,2935,383,544,78,481
0400000US13,13,Georgia,2014,9202,5578,1962,5590,3785,1389,3059,427,465,115,562
0400000US15,15,Hawaii,2014,12400,6815,2585,7421,4711,1738,4275,1119,418,53,802
0400000US16,16,Idaho,2014,6621,4006,1431,3939,2741,957,2311,366,309,142,381
0400000US17,17,Illinois,2014,13077,6962,3723,7822,4747,2504,4859,877,508,518,648
0400000US18,18,Indiana,2014,9548,5300,2826,5471,3516,1808,3615,459,355,185,561
0400000US19,19,Iowa,2014,10668,6677,2251,6510,4508,1502,3695,609,523,276,608
0400000US20,20,Kansas,2014,9940,5799,1829,6110,3870,1209,3341,500,390,237,577
0400000US21,21,Kentucky,2014,9314,5792,2180,5329,3747,1329,3415,436,516,222,541
0400000US22,22,Louisiana,2014,10749,5870,2900,6050,3789,1832,4104,658,574,274,629
0400000US23,23,Maine,2014,12707,7570,3153,7284,5050,2168,4963,886,634,453,720
0400000US24,24,Maryland,2014,14003,8228,3755,8635,5544,2561,4971,647,754,125,981
0400000US25,25,Massachusetts,2014,15087,9248,3410,9225,6343,2447,5398,1161,877,204,670
0400000US26,26,Michigan,2014,11110,5754,3280,6497,3857,2196,4207,885,535,183,599
0400000US27,27,Minnesota,2014,11464,7184,2383,7441,5085,1689,3484,317,546,388,453
0400000US28,28,Mississippi,2014,8263,4792,1660,4628,3098,1049,3089,404,397,265,495
0400000US29,29,Missouri,2014,9875,6185,1862,5871,4096,1218,3565,458,450,332,574
0400000US30,30,Montana,2014,11017,6242,1975,6590,4243,1321,3963,704,417,342,601
0400000US31,31,Nebraska,2014,11726,6822,2329,7714,4938,1705,3446,488,369,335,557
0400000US32,32,Nevada,2014,8414,5024,2018,4829,3180,1272,3245,452,488,102,601
0400000US33,33,New Hampshire,2014,14332,7844,3576,9013,5671,2562,4941,1102,447,496,821
0400000US34,34,New Jersey,2014,17899,10479,4441,10391,6888,2779,6893,1918,576,367,904
0400000US35,35,New Mexico,2014,9008,6134,1905,5234,3595,1249,3332,734,253,186,548
0400000US36,36,New York,2014,20607,11446,5980,14287,8712,4658,5872,636,509,341,767
0400000US37,37,North Carolina,2014,8512,5294,1813,5254,3609,1221,2786,452,284,97,545
0400000US38,38,North Dakota,2014,12358,7401,2466,7346,5073,1721,4086,497,414,536,620
0400000US39,39,Ohio,2014,11349,6757,2602,6509,4435,1617,4441,767,493,324,601
0400000US40,40,Oklahoma,2014,7829,4477,1505,4228,2883,977,3035,548,330,252,447
0400000US41,41,Oregon,2014,9945,5147,3005,5766,3350,1912,3797,702,361,136,642
0400000US42,42,Pennsylvania,2014,13961,7615,3771,8497,5368,2623,4914,773,478,393,577
0400000US44,44,Rhode Island,2014,14767,8707,3832,8550,5961,2551,5795,1665,611,182,719
0400000US45,45,South Carolina,2014,9732,5734,2007,5425,3737,1279,3767,766,583,98,603
0400000US46,46,South Dakota,2014,8881,5267,1562,5247,3592,1050,3163,479,335,298,435
0400000US47,47,Tennessee,2014,8630,5171,1703,5336,3555,1188,2827,382,544,190,511
0400000US48,48,Texas,2014,8592,5846,967,5125,3934,626,2991,429,436,129,485
0400000US49,49,Utah,2014,6500,3724,1737,4096,2562,1193,1998,233,261,63,400
0400000US50,50,Vermont,2014,16988,9760,4037,10165,6564,2756,6285,1423,772,386,1191
0400000US51,51,Virginia,2014,10973,6933,2586,6645,4580,1690,3899,548,710,179,651
0400000US53,53,Washington,2014,10202,6168,2217,5925,3958,1386,3816,697,638,116,608
0400000US54,54,West Virginia,2014,11251,6128,3162,6498,3862,1991,4095,558,458,223,606
0400000US55,55,Wisconsin,2014,11186,6204,2817,6572,4310,1877,4181,546,565,305,563
=======
GEO.id,GEO.id2,GEO.display-label,YEAR.id,SCHEXPCS_PP,SCHEXPCSFSW_PP,SCHEXPCSFEB_PP,SCHEXPCSIT_PP,SCHEXPCSISW_PP,SCHEXPCSIEB_PP,SCHEXPCSST_PP,SCHEXPCSSPS_PP,SCHEXPCSSIS_PP,SCHEXPCSSGA_PP,SCHEXPCSSSA_PP
Geographic identifier code,Id2,Geographic area name,Year,Current Spending - Total per pupil ($) [1],Current Spending - Salaries and wages per pupil ($),Current Spending - Employee benefits per pupil ($),Current Spending - Instruction - Total per pupil ($) [1],Current Spending - Instruction - Salaries and wages per pupil ($),Current Spending - Instruction - Employee benefits per pupil ($),Current Spending - Support Services - Total per pupil ($) [1],Current Spending - Support Services - Pupil Support per pupil ($),Current Spending - Support Services - Instructional staff support per pupil ($),Current Spending - Support Services - General administration per pupil ($) ,Current Spending - Support Services - School administration per pupil ($)
0100000US,,United States,2014,11003,6482,2524,6654,4378,1691,3880,619,509,210,602
0400000US01,1,Alabama,2014,9028,5130,1983,5164,3359,1234,3230,526,387,235,560
0400000US02,2,Alaska,2014,18416,8193,6335,10315,5260,4127,7529,1488,1259,256,1158
0400000US04,4,Arizona,2014,7528,4575,1471,4091,2855,889,3028,578,433,101,348
0400000US05,5,Arkansas,2014,9616,5667,1658,5430,3631,1058,3655,500,806,223,497
0400000US06,6,California,2014,9595,5791,2108,5709,3779,1288,3469,511,541,95,627
0400000US08,8,Colorado,2014,8985,5667,1546,5159,3620,983,3471,435,524,139,629
0400000US09,9,Connecticut,2014,17745,9915,4883,11031,6997,3409,6121,1149,530,389,1057
0400000US10,10,Delaware,2014,13938,7566,3791,8633,5374,2734,4829,651,263,183,881
0400000US11,11,District of Columbia,2014,18485,12969,2255,9477,8704,1452,8366,970,1098,1767,1636
0400000US12,12,Florida,2014,8755,5024,1552,5370,3214,954,2935,383,544,78,481
0400000US13,13,Georgia,2014,9202,5578,1962,5590,3785,1389,3059,427,465,115,562
0400000US15,15,Hawaii,2014,12400,6815,2585,7421,4711,1738,4275,1119,418,53,802
0400000US16,16,Idaho,2014,6621,4006,1431,3939,2741,957,2311,366,309,142,381
0400000US17,17,Illinois,2014,13077,6962,3723,7822,4747,2504,4859,877,508,518,648
0400000US18,18,Indiana,2014,9548,5300,2826,5471,3516,1808,3615,459,355,185,561
0400000US19,19,Iowa,2014,10668,6677,2251,6510,4508,1502,3695,609,523,276,608
0400000US20,20,Kansas,2014,9940,5799,1829,6110,3870,1209,3341,500,390,237,577
0400000US21,21,Kentucky,2014,9314,5792,2180,5329,3747,1329,3415,436,516,222,541
0400000US22,22,Louisiana,2014,10749,5870,2900,6050,3789,1832,4104,658,574,274,629
0400000US23,23,Maine,2014,12707,7570,3153,7284,5050,2168,4963,886,634,453,720
0400000US24,24,Maryland,2014,14003,8228,3755,8635,5544,2561,4971,647,754,125,981
0400000US25,25,Massachusetts,2014,15087,9248,3410,9225,6343,2447,5398,1161,877,204,670
0400000US26,26,Michigan,2014,11110,5754,3280,6497,3857,2196,4207,885,535,183,599
0400000US27,27,Minnesota,2014,11464,7184,2383,7441,5085,1689,3484,317,546,388,453
0400000US28,28,Mississippi,2014,8263,4792,1660,4628,3098,1049,3089,404,397,265,495
0400000US29,29,Missouri,2014,9875,6185,1862,5871,4096,1218,3565,458,450,332,574
0400000US30,30,Montana,2014,11017,6242,1975,6590,4243,1321,3963,704,417,342,601
0400000US31,31,Nebraska,2014,11726,6822,2329,7714,4938,1705,3446,488,369,335,557
0400000US32,32,Nevada,2014,8414,5024,2018,4829,3180,1272,3245,452,488,102,601
0400000US33,33,New Hampshire,2014,14332,7844,3576,9013,5671,2562,4941,1102,447,496,821
0400000US34,34,New Jersey,2014,17899,10479,4441,10391,6888,2779,6893,1918,576,367,904
0400000US35,35,New Mexico,2014,9008,6134,1905,5234,3595,1249,3332,734,253,186,548
0400000US36,36,New York,2014,20607,11446,5980,14287,8712,4658,5872,636,509,341,767
0400000US37,37,North Carolina,2014,8512,5294,1813,5254,3609,1221,2786,452,284,97,545
0400000US38,38,North Dakota,2014,12358,7401,2466,7346,5073,1721,4086,497,414,536,620
0400000US39,39,Ohio,2014,11349,6757,2602,6509,4435,1617,4441,767,493,324,601
0400000US40,40,Oklahoma,2014,7829,4477,1505,4228,2883,977,3035,548,330,252,447
0400000US41,41,Oregon,2014,9945,5147,3005,5766,3350,1912,3797,702,361,136,642
0400000US42,42,Pennsylvania,2014,13961,7615,3771,8497,5368,2623,4914,773,478,393,577
0400000US44,44,Rhode Island,2014,14767,8707,3832,8550,5961,2551,5795,1665,611,182,719
0400000US45,45,South Carolina,2014,9732,5734,2007,5425,3737,1279,3767,766,583,98,603
0400000US46,46,South Dakota,2014,8881,5267,1562,5247,3592,1050,3163,479,335,298,435
0400000US47,47,Tennessee,2014,8630,5171,1703,5336,3555,1188,2827,382,544,190,511
0400000US48,48,Texas,2014,8592,5846,967,5125,3934,626,2991,429,436,129,485
0400000US49,49,Utah,2014,6500,3724,1737,4096,2562,1193,1998,233,261,63,400
0400000US50,50,Vermont,2014,16988,9760,4037,10165,6564,2756,6285,1423,772,386,1191
0400000US51,51,Virginia,2014,10973,6933,2586,6645,4580,1690,3899,548,710,179,651
0400000US53,53,Washington,2014,10202,6168,2217,5925,3958,1386,3816,697,638,116,608
0400000US54,54,West Virginia,2014,11251,6128,3162,6498,3862,1991,4095,558,458,223,606
0400000US55,55,Wisconsin,2014,11186,6204,2817,6572,4310,1877,4181,546,565,305,563
>>>>>>> be1901069eb758cd43b021ab7856543a2987291b
0400000US56,56,Wyoming,2014,15797,9396,3914,9338,6094,2495,5993,933,904,309,861
